utc,timestamp,utc_usec,lat,lon,alt_msl,image
2026-01-13 03:04:17.875381+00:00,182092193,1768273457875381,14.5371305,121.3732156,386.765,IMG_0001.jpg
2026-01-13 03:04:20.875381+00:00,185095187,1768273460875380,14.5371304,121.3732155,386.851,IMG_0002.jpg
2026-01-13 03:04:23.875381+00:00,188094188,1768273463875380,14.5371295,121.3732147,388.762,IMG_0003.jpg
2026-01-13 03:04:26.875381+00:00,191094187,1768273466875380,14.5371295,121.3732154,390.583,IMG_0004.jpg
2026-01-13 03:04:29.875381+00:00,194096247,1768273469875380,14.53713,121.373215,398.346,IMG_0005.jpg
2026-01-13 03:04:32.875381+00:00,197093208,1768273472875380,14.5371303,121.3732153,406.949,IMG_0006.jpg
2026-01-13 03:04:35.875381+00:00,200094189,1768273475875380,14.5371298,121.3732153,415.726,IMG_0007.jpg
2026-01-13 03:04:38.875381+00:00,203092188,1768273478875380,14.5371299,121.3732158,424.687,IMG_0008.jpg
2026-01-13 03:04:41.875381+00:00,206089187,1768273481875379,14.5371293,121.3732155,433.706,IMG_0009.jpg
2026-01-13 03:04:44.875381+00:00,209092193,1768273484875379,14.5371297,121.3732157,442.618,IMG_0010.jpg
2026-01-13 03:04:47.875381+00:00,212095193,1768273487875379,14.537129,121.3732154,451.332,IMG_0011.jpg
2026-01-13 03:04:50.875381+00:00,215095188,1768273490875379,14.5371294,121.3732152,455.622,IMG_0012.jpg
2026-01-13 03:04:53.875381+00:00,218096187,1768273493875379,14.5371308,121.3731655,456.503,IMG_0013.jpg
2026-01-13 03:04:56.875381+00:00,221091188,1768273496875379,14.5371265,121.3730812,456.843,IMG_0014.jpg
2026-01-13 03:04:59.875381+00:00,224096188,1768273499875379,14.5371842,121.3730751,457.013,IMG_0015.jpg
2026-01-13 03:05:02.875381+00:00,227093188,1768273502875378,14.5372897,121.3730747,457.004,IMG_0016.jpg
2026-01-13 03:05:05.875381+00:00,230089187,1768273505875378,14.5373975,121.3730783,456.792,IMG_0017.jpg
2026-01-13 03:05:08.875381+00:00,233094189,1768273508875378,14.5375052,121.3730803,456.794,IMG_0018.jpg
2026-01-13 03:05:11.875381+00:00,236093186,1768273511875378,14.5376115,121.3730831,456.784,IMG_0019.jpg
2026-01-13 03:05:14.875381+00:00,239092252,1768273514875378,14.5376484,121.3730735,456.65,IMG_0020.jpg
2026-01-13 03:05:17.875381+00:00,242095358,1768273517875378,14.5376073,121.3729891,456.815,IMG_0021.jpg
2026-01-13 03:05:20.875381+00:00,245093188,1768273520875377,14.5375581,121.3728916,456.811,IMG_0022.jpg
2026-01-13 03:05:23.875381+00:00,248092194,1768273523875377,14.537508,121.3727923,456.769,IMG_0023.jpg
2026-01-13 03:05:26.875381+00:00,251092194,1768273526875377,14.5374586,121.3726932,456.766,IMG_0024.jpg
2026-01-13 03:05:29.875381+00:00,254087651,1768273529875377,14.5374088,121.372594,456.759,IMG_0025.jpg
2026-01-13 03:05:32.875381+00:00,257090192,1768273532875377,14.5373667,121.3725116,456.759,IMG_0026.jpg
2026-01-13 03:05:35.875381+00:00,260094273,1768273535875377,14.5373352,121.3725384,456.783,IMG_0027.jpg
2026-01-13 03:05:38.875381+00:00,263092189,1768273538875376,14.537278,121.372609,456.732,IMG_0028.jpg
2026-01-13 03:05:41.875381+00:00,266095187,1768273541875376,14.5373005,121.3726788,456.706,IMG_0029.jpg
2026-01-13 03:05:44.875381+00:00,269095187,1768273544875376,14.5373486,121.3727749,456.922,IMG_0030.jpg
2026-01-13 03:05:47.875381+00:00,272094185,1768273547875376,14.5373989,121.3728716,457.033,IMG_0031.jpg
2026-01-13 03:05:50.875381+00:00,275095187,1768273550875376,14.5374501,121.3729702,456.755,IMG_0032.jpg
2026-01-13 03:05:53.875381+00:00,278089282,1768273553875375,14.5374998,121.3730688,456.717,IMG_0033.jpg
2026-01-13 03:05:56.875381+00:00,281095193,1768273556875375,14.53755,121.3731671,456.697,IMG_0034.jpg
2026-01-13 03:05:59.875381+00:00,284095356,1768273559875375,14.5376007,121.3732645,456.726,IMG_0035.jpg
2026-01-13 03:06:02.875381+00:00,287093187,1768273562875375,14.5376507,121.3733627,456.867,IMG_0036.jpg
2026-01-13 03:06:05.875381+00:00,290093188,1768273565875375,14.5377014,121.3734618,456.689,IMG_0037.jpg
2026-01-13 03:06:08.875381+00:00,293092192,1768273568875375,14.5377524,121.3735596,456.767,IMG_0038.jpg
2026-01-13 03:06:11.875381+00:00,296091187,1768273571875374,14.5378031,121.3736586,456.561,IMG_0039.jpg
2026-01-13 03:06:14.875381+00:00,299094193,1768273574875374,14.5378533,121.3737562,456.657,IMG_0040.jpg
2026-01-13 03:06:17.875381+00:00,302088194,1768273577875374,14.5379038,121.3738557,456.854,IMG_0041.jpg
2026-01-13 03:06:20.875381+00:00,305091197,1768273580875374,14.5379539,121.3739533,456.772,IMG_0042.jpg
2026-01-13 03:06:23.875381+00:00,308093188,1768273583875374,14.5380043,121.3740518,456.747,IMG_0043.jpg
2026-01-13 03:06:26.875381+00:00,311093188,1768273586875373,14.5380546,121.3741505,456.847,IMG_0044.jpg
2026-01-13 03:06:29.875381+00:00,314092186,1768273589875373,14.53808,121.3742121,456.721,IMG_0045.jpg
2026-01-13 03:06:32.875381+00:00,317092188,1768273592875373,14.5380122,121.3742721,456.968,IMG_0046.jpg
2026-01-13 03:06:35.875381+00:00,320093188,1768273595875373,14.5379766,121.3742934,456.769,IMG_0047.jpg
2026-01-13 03:06:38.875381+00:00,323093186,1768273598875373,14.5379344,121.3742099,456.776,IMG_0048.jpg
2026-01-13 03:06:41.875381+00:00,326090187,1768273601875372,14.5378835,121.374113,456.997,IMG_0049.jpg
2026-01-13 03:06:44.875381+00:00,329091247,1768273604875372,14.5378329,121.3740146,456.896,IMG_0050.jpg
2026-01-13 03:06:47.875381+00:00,332099185,1768273607875372,14.537782,121.3739158,457.097,IMG_0051.jpg
2026-01-13 03:06:50.875381+00:00,335090677,1768273610875372,14.5377312,121.3738173,457.269,IMG_0052.jpg
2026-01-13 03:06:53.875381+00:00,338094186,1768273613875372,14.5376804,121.3737186,457.106,IMG_0053.jpg
2026-01-13 03:06:56.875381+00:00,341094188,1768273616875372,14.5376294,121.373621,456.911,IMG_0054.jpg
2026-01-13 03:06:59.875381+00:00,344094304,1768273619875371,14.5375782,121.3735227,456.907,IMG_0055.jpg
2026-01-13 03:07:02.875381+00:00,347095356,1768273622875371,14.5375268,121.3734251,456.679,IMG_0056.jpg
2026-01-13 03:07:05.875381+00:00,350093187,1768273625875371,14.5374762,121.3733272,456.801,IMG_0057.jpg
2026-01-13 03:07:08.875381+00:00,353089195,1768273628875371,14.537425,121.373229,456.826,IMG_0058.jpg
2026-01-13 03:07:11.875381+00:00,356099187,1768273631875371,14.537374,121.373131,456.677,IMG_0059.jpg
2026-01-13 03:07:14.875381+00:00,359101187,1768273634875370,14.5373228,121.3730322,456.66,IMG_0060.jpg
2026-01-13 03:07:17.875381+00:00,362098188,1768273637875370,14.5372719,121.3729344,456.946,IMG_0061.jpg
2026-01-13 03:07:20.875381+00:00,365104187,1768273640875370,14.5372211,121.3728358,456.907,IMG_0062.jpg
2026-01-13 03:07:23.875381+00:00,368102291,1768273643875370,14.5371861,121.3727706,456.966,IMG_0063.jpg
2026-01-13 03:07:26.875381+00:00,371103186,1768273646875370,14.5371407,121.3728272,457.044,IMG_0064.jpg
2026-01-13 03:07:29.875381+00:00,374101245,1768273649875369,14.5370956,121.3728893,456.7,IMG_0065.jpg
2026-01-13 03:07:32.875381+00:00,377093187,1768273652875369,14.5371348,121.3729716,456.677,IMG_0066.jpg
2026-01-13 03:07:35.875381+00:00,380102186,1768273655875369,14.5371843,121.3730676,456.596,IMG_0067.jpg
2026-01-13 03:07:38.875381+00:00,383102186,1768273658875369,14.5372347,121.3731653,456.809,IMG_0068.jpg
2026-01-13 03:07:41.875381+00:00,386099255,1768273661875369,14.5372849,121.3732637,456.834,IMG_0069.jpg
2026-01-13 03:07:44.875381+00:00,389101187,1768273664875368,14.5373358,121.3733625,457.133,IMG_0070.jpg
2026-01-13 03:07:47.875381+00:00,392102187,1768273667875368,14.5373861,121.3734602,457.203,IMG_0071.jpg
2026-01-13 03:07:50.875381+00:00,395097309,1768273670875368,14.5374372,121.3735591,457.024,IMG_0072.jpg
2026-01-13 03:07:53.875381+00:00,398099187,1768273673875368,14.5374878,121.3736573,456.904,IMG_0073.jpg
2026-01-13 03:07:56.875381+00:00,401096190,1768273676875368,14.5375385,121.3737556,456.874,IMG_0074.jpg
2026-01-13 03:07:59.875381+00:00,404098188,1768273679875367,14.5375892,121.3738543,456.944,IMG_0075.jpg
2026-01-13 03:08:02.875381+00:00,407102186,1768273682875367,14.5376392,121.3739529,456.731,IMG_0076.jpg
2026-01-13 03:08:05.875381+00:00,410100189,1768273685875367,14.5376898,121.374051,456.774,IMG_0077.jpg
2026-01-13 03:08:08.875381+00:00,413098255,1768273688875367,14.5377401,121.37415,456.887,IMG_0078.jpg
2026-01-13 03:08:11.875381+00:00,416096187,1768273691875367,14.5377909,121.3742485,456.803,IMG_0079.jpg
2026-01-13 03:08:14.875381+00:00,419097471,1768273694875367,14.5378417,121.3743462,457.033,IMG_0080.jpg
2026-01-13 03:08:17.875381+00:00,422102187,1768273697875366,14.537858,121.3744018,456.796,IMG_0081.jpg
2026-01-13 03:08:20.875381+00:00,425092189,1768273700875366,14.5377887,121.3744636,456.938,IMG_0082.jpg
2026-01-13 03:08:23.875381+00:00,428098194,1768273703875366,14.5377549,121.3744753,456.586,IMG_0083.jpg
2026-01-13 03:08:26.875381+00:00,431102287,1768273706875366,14.5377105,121.3743887,456.56,IMG_0084.jpg
2026-01-13 03:08:29.875381+00:00,434101186,1768273709875366,14.5376611,121.3742927,456.522,IMG_0085.jpg
2026-01-13 03:08:32.875381+00:00,437100190,1768273712875365,14.5376104,121.3741941,456.732,IMG_0086.jpg
2026-01-13 03:08:35.875381+00:00,440099188,1768273715875365,14.537559,121.3740956,456.748,IMG_0087.jpg
2026-01-13 03:08:38.875381+00:00,443100678,1768273718875365,14.5375086,121.3739972,456.818,IMG_0088.jpg
2026-01-13 03:08:41.875381+00:00,446111187,1768273721875365,14.5374577,121.373899,456.902,IMG_0089.jpg
2026-01-13 03:08:44.875381+00:00,449095186,1768273724875365,14.5374068,121.3738003,456.838,IMG_0090.jpg
2026-01-13 03:08:47.875381+00:00,452100193,1768273727875364,14.5373552,121.3737017,456.825,IMG_0091.jpg
2026-01-13 03:08:50.875381+00:00,455101189,1768273730875364,14.5373045,121.3736037,456.992,IMG_0092.jpg
2026-01-13 03:08:53.875381+00:00,458100189,1768273733875364,14.537253,121.373505,456.926,IMG_0093.jpg
2026-01-13 03:08:56.875381+00:00,461106188,1768273736875364,14.5372025,121.373407,456.924,IMG_0094.jpg
2026-01-13 03:08:59.875381+00:00,464101187,1768273739875364,14.537151199999998,121.3733088,456.761,IMG_0095.jpg
2026-01-13 03:09:02.875381+00:00,467107634,1768273742875363,14.5371003,121.3732109,456.708,IMG_0096.jpg
2026-01-13 03:09:05.875381+00:00,470108194,1768273745875363,14.5370494,121.3731122,456.767,IMG_0097.jpg
2026-01-13 03:09:08.875381+00:00,473096186,1768273748875363,14.5370118,121.3730405,456.68,IMG_0098.jpg
2026-01-13 03:09:11.875381+00:00,476100193,1768273751875363,14.5369708,121.3730881,456.766,IMG_0099.jpg
2026-01-13 03:09:14.875381+00:00,479106187,1768273754875363,14.5369209,121.3731524,456.645,IMG_0100.jpg
2026-01-13 03:09:17.875381+00:00,482103187,1768273757875363,14.5369551,121.3732313,456.877,IMG_0101.jpg
2026-01-13 03:09:20.875381+00:00,485106188,1768273760875362,14.5370039,121.3733264,457.03,IMG_0102.jpg
2026-01-13 03:09:23.875381+00:00,488104188,1768273763875362,14.5370547,121.3734249,456.711,IMG_0103.jpg
2026-01-13 03:09:26.875381+00:00,491103189,1768273766875362,14.5371056,121.3735223,456.763,IMG_0104.jpg
2026-01-13 03:09:29.875381+00:00,494108188,1768273769875362,14.5371559,121.3736207,456.878,IMG_0105.jpg
2026-01-13 03:09:32.875381+00:00,497106192,1768273772875362,14.5372064,121.3737191,456.817,IMG_0106.jpg
2026-01-13 03:09:35.875381+00:00,500099187,1768273775875361,14.5372566,121.3738178,456.877,IMG_0107.jpg
2026-01-13 03:09:38.875381+00:00,503101187,1768273778875361,14.537307,121.3739163,456.856,IMG_0108.jpg
2026-01-13 03:09:41.875381+00:00,506100566,1768273781875361,14.5373576,121.374015,456.753,IMG_0109.jpg
2026-01-13 03:09:44.875381+00:00,509105193,1768273784875361,14.537408,121.3741134,456.725,IMG_0110.jpg
2026-01-13 03:09:47.875381+00:00,512102187,1768273787875361,14.5374588,121.374212,456.742,IMG_0111.jpg
2026-01-13 03:09:50.875381+00:00,515102562,1768273790875361,14.5375094,121.3743099,456.854,IMG_0112.jpg
2026-01-13 03:09:53.875381+00:00,518103187,1768273793875360,14.5375601,121.3744089,456.852,IMG_0113.jpg
2026-01-13 03:09:56.875381+00:00,521099188,1768273796875360,14.5376101,121.3745066,456.76,IMG_0114.jpg
2026-01-13 03:09:59.875381+00:00,524098188,1768273799875360,14.5376453,121.3745764,456.804,IMG_0115.jpg
2026-01-13 03:10:02.875381+00:00,527101189,1768273802875360,14.5375854,121.3746323,456.925,IMG_0116.jpg
2026-01-13 03:10:05.875381+00:00,530115189,1768273805875360,14.5375433,121.3746677,456.804,IMG_0117.jpg
2026-01-13 03:10:08.875381+00:00,533106263,1768273808875360,14.5375047,121.3745936,456.732,IMG_0118.jpg
2026-01-13 03:10:11.875381+00:00,536102290,1768273811875359,14.5374547,121.3745005,456.71,IMG_0119.jpg
2026-01-13 03:10:14.875381+00:00,539102187,1768273814875359,14.5374043,121.3744018,456.778,IMG_0120.jpg
2026-01-13 03:10:17.875381+00:00,542107441,1768273817875359,14.5373528,121.3743031,456.832,IMG_0121.jpg
2026-01-13 03:10:20.875381+00:00,545101189,1768273820875359,14.537302,121.3742053,456.678,IMG_0122.jpg
2026-01-13 03:10:23.875381+00:00,548097307,1768273823875359,14.5372515,121.3741066,456.791,IMG_0123.jpg
2026-01-13 03:10:26.875381+00:00,551102188,1768273826875359,14.5372002,121.3740087,456.874,IMG_0124.jpg
2026-01-13 03:10:29.875381+00:00,554104189,1768273829875358,14.5371491,121.3739101,456.797,IMG_0125.jpg
2026-01-13 03:10:32.875381+00:00,557107436,1768273832875358,14.5370982,121.3738119,456.816,IMG_0126.jpg
2026-01-13 03:10:35.875381+00:00,560099188,1768273835875358,14.5370467,121.3737131,456.851,IMG_0127.jpg
2026-01-13 03:10:38.875381+00:00,563105193,1768273838875358,14.5369956,121.3736157,456.823,IMG_0128.jpg
2026-01-13 03:10:41.875381+00:00,566102193,1768273841875358,14.5369445,121.3735173,456.875,IMG_0129.jpg
2026-01-13 03:10:44.875381+00:00,569099186,1768273844875358,14.5368933,121.3734191,456.798,IMG_0130.jpg
2026-01-13 03:10:47.875381+00:00,572098188,1768273847875357,14.5368451,121.3733261,456.879,IMG_0131.jpg
2026-01-13 03:10:50.875381+00:00,575102187,1768273850875357,14.5368197,121.3733224,456.74,IMG_0132.jpg
2026-01-13 03:10:53.875381+00:00,578097299,1768273853875357,14.5367559,121.3734012,456.794,IMG_0133.jpg
2026-01-13 03:10:56.875381+00:00,581103188,1768273856875357,14.536759,121.3734585,456.743,IMG_0134.jpg
2026-01-13 03:10:59.875381+00:00,584097302,1768273859875357,14.5368081,121.3735572,456.902,IMG_0135.jpg
2026-01-13 03:11:02.875381+00:00,587099189,1768273862875357,14.5368584,121.3736549,456.783,IMG_0136.jpg
2026-01-13 03:11:05.875381+00:00,590101186,1768273865875356,14.5369098,121.3737521,456.918,IMG_0137.jpg
2026-01-13 03:11:08.875381+00:00,593097401,1768273868875356,14.5369602,121.3738509,457.138,IMG_0138.jpg
2026-01-13 03:11:11.875381+00:00,596096187,1768273871875356,14.5370103,121.3739489,457.074,IMG_0139.jpg
2026-01-13 03:11:14.875381+00:00,599097308,1768273874875356,14.5370611,121.3740475,456.893,IMG_0140.jpg
2026-01-13 03:11:17.875381+00:00,602096187,1768273877875356,14.5371117,121.3741464,456.823,IMG_0141.jpg
2026-01-13 03:11:20.875381+00:00,605103193,1768273880875356,14.5371616,121.3742449,456.887,IMG_0142.jpg
2026-01-13 03:11:23.875381+00:00,608100188,1768273883875355,14.5372126,121.3743428,456.942,IMG_0143.jpg
2026-01-13 03:11:26.875381+00:00,611096187,1768273886875355,14.537263,121.3744418,456.823,IMG_0144.jpg
2026-01-13 03:11:29.875381+00:00,614100193,1768273889875355,14.5373134,121.3745404,456.843,IMG_0145.jpg
2026-01-13 03:11:32.875381+00:00,617100191,1768273892875355,14.5373647,121.3746394,456.907,IMG_0146.jpg
2026-01-13 03:11:35.875381+00:00,620094187,1768273895875355,14.5374133,121.3747343,457.06,IMG_0147.jpg
2026-01-13 03:11:38.875381+00:00,623099194,1768273898875355,14.5374085,121.37478,456.774,IMG_0148.jpg
2026-01-13 03:11:41.875381+00:00,626105193,1768273901875355,14.5373407,121.3748437,456.639,IMG_0149.jpg
2026-01-13 03:11:44.875381+00:00,629102187,1768273904875354,14.5373113,121.3748283,456.331,IMG_0150.jpg
2026-01-13 03:11:47.875381+00:00,632100649,1768273907875354,14.537261099999998,121.3747344,456.749,IMG_0151.jpg
2026-01-13 03:11:50.875381+00:00,635098188,1768273910875354,14.5372114,121.3746364,456.663,IMG_0152.jpg
2026-01-13 03:11:53.875381+00:00,638099253,1768273913875354,14.5371601,121.3745374,456.81,IMG_0153.jpg
2026-01-13 03:11:56.875381+00:00,641095358,1768273916875354,14.5371091,121.3744388,456.851,IMG_0154.jpg
2026-01-13 03:11:59.875381+00:00,644094189,1768273919875354,14.5370579,121.3743413,456.738,IMG_0155.jpg
2026-01-13 03:12:02.875381+00:00,647095193,1768273922875354,14.5370072,121.3742437,456.803,IMG_0156.jpg
2026-01-13 03:12:05.875381+00:00,650094187,1768273925875353,14.5369563,121.3741453,456.949,IMG_0157.jpg
2026-01-13 03:12:08.875381+00:00,653098189,1768273928875353,14.5369048,121.3740479,456.861,IMG_0158.jpg
2026-01-13 03:12:11.875381+00:00,656099187,1768273931875353,14.5368539,121.3739495,456.964,IMG_0159.jpg
2026-01-13 03:12:14.875381+00:00,659098192,1768273934875353,14.5368032,121.3738507,456.913,IMG_0160.jpg
2026-01-13 03:12:17.875381+00:00,662098188,1768273937875353,14.5367522,121.3737533,456.875,IMG_0161.jpg
2026-01-13 03:12:20.875381+00:00,665095187,1768273940875353,14.5367009,121.3736549,456.898,IMG_0162.jpg
2026-01-13 03:12:23.875381+00:00,668095189,1768273943875353,14.5366615,121.3735789,456.813,IMG_0163.jpg
2026-01-13 03:12:26.875381+00:00,671094187,1768273946875352,14.536667,121.3736226,456.945,IMG_0164.jpg
2026-01-13 03:12:29.875381+00:00,674095187,1768273949875352,14.5366841,121.3737284,456.899,IMG_0165.jpg
2026-01-13 03:12:32.875381+00:00,677094189,1768273952875352,14.536707,121.3738377,456.653,IMG_0166.jpg
2026-01-13 03:12:35.875381+00:00,680094425,1768273955875352,14.5367297,121.3739451,456.606,IMG_0167.jpg
2026-01-13 03:12:38.875381+00:00,683093187,1768273958875352,14.5367522,121.374055,456.588,IMG_0168.jpg
2026-01-13 03:12:41.875381+00:00,686094188,1768273961875352,14.5368001,121.3741551,456.834,IMG_0169.jpg
2026-01-13 03:12:44.875381+00:00,689092192,1768273964875352,14.5368496,121.3742529,456.954,IMG_0170.jpg
2026-01-13 03:12:47.875381+00:00,692093187,1768273967875351,14.5369006,121.3743508,457.005,IMG_0171.jpg
2026-01-13 03:12:50.875381+00:00,695091187,1768273970875351,14.5369516,121.3744491,456.93,IMG_0172.jpg
2026-01-13 03:12:53.875381+00:00,698092193,1768273973875351,14.5370021,121.3745474,456.895,IMG_0173.jpg
2026-01-13 03:12:56.875381+00:00,701093188,1768273976875351,14.5370529,121.3746455,456.845,IMG_0174.jpg
2026-01-13 03:12:59.875381+00:00,704094187,1768273979875351,14.5371041,121.3747436,456.72,IMG_0175.jpg
2026-01-13 03:13:02.875381+00:00,707093189,1768273982875351,14.5371544,121.3748422,456.727,IMG_0176.jpg
2026-01-13 03:13:05.875381+00:00,710093187,1768273985875351,14.5372004,121.3749299,456.978,IMG_0177.jpg
2026-01-13 03:13:08.875381+00:00,713092188,1768273988875351,14.537175,121.3749763,456.495,IMG_0178.jpg
2026-01-13 03:13:11.875381+00:00,716089188,1768273991875350,14.5371162,121.3750334,456.493,IMG_0179.jpg
2026-01-13 03:13:14.875381+00:00,719091187,1768273994875350,14.537083099999998,121.3749963,456.607,IMG_0180.jpg
2026-01-13 03:13:17.875381+00:00,722094272,1768273997875350,14.5370326,121.3749026,456.94,IMG_0181.jpg
2026-01-13 03:13:20.875381+00:00,725095357,1768274000875350,14.536981,121.3748057,456.89,IMG_0182.jpg
2026-01-13 03:13:23.875381+00:00,728104187,1768274003875350,14.536941,121.3747302,456.841,IMG_0183.jpg
2026-01-13 03:13:26.875381+00:00,731097586,1768274006875350,14.5369479,121.374692,456.783,IMG_0184.jpg
2026-01-13 03:13:29.875381+00:00,734096189,1768274009875350,14.5369631,121.3745573,456.842,IMG_0185.jpg
2026-01-13 03:13:32.875381+00:00,737095187,1768274012875350,14.5369816,121.3744197,456.727,IMG_0186.jpg
2026-01-13 03:13:35.875381+00:00,740093186,1768274015875349,14.5369985,121.374281,456.659,IMG_0187.jpg
2026-01-13 03:13:38.875381+00:00,743091187,1768274018875349,14.5370158,121.3741429,456.633,IMG_0188.jpg
2026-01-13 03:13:41.875381+00:00,746093188,1768274021875349,14.5370328,121.3740049,456.831,IMG_0189.jpg
2026-01-13 03:13:44.875381+00:00,749094188,1768274024875349,14.5370506,121.3738665,456.796,IMG_0190.jpg
2026-01-13 03:13:47.875381+00:00,752095192,1768274027875349,14.5370674,121.3737283,456.79,IMG_0191.jpg
2026-01-13 03:13:50.875381+00:00,755093187,1768274030875349,14.5370848,121.3735904,456.774,IMG_0192.jpg
2026-01-13 03:13:53.875381+00:00,758095187,1768274033875349,14.537095,121.3735103,456.662,IMG_0193.jpg
2026-01-13 03:13:56.875381+00:00,761094189,1768274036875349,14.5370926,121.3735305,456.772,IMG_0194.jpg
2026-01-13 03:13:59.875381+00:00,764091193,1768274039875348,14.5370895,121.3735281,456.418,IMG_0195.jpg
2026-01-13 03:14:02.875381+00:00,767090189,1768274042875348,14.5370906,121.3735248,452.172,IMG_0196.jpg
2026-01-13 03:14:05.875381+00:00,770091249,1768274045875348,14.5370691,121.3734778,447.621,IMG_0197.jpg
2026-01-13 03:14:08.875381+00:00,773095187,1768274048875348,14.5370428,121.3734225,444.405,IMG_0198.jpg
2026-01-13 03:14:11.875381+00:00,776092186,1768274051875348,14.5370153,121.3733647,441.582,IMG_0199.jpg
2026-01-13 03:14:14.875381+00:00,779091187,1768274054875348,14.5370128,121.3733073,436.8,IMG_0200.jpg
2026-01-13 03:14:17.875381+00:00,782091189,1768274057875348,14.5370262,121.3732826,432.38,IMG_0201.jpg
2026-01-13 03:14:20.875381+00:00,785090189,1768274060875348,14.5370319,121.3732735,427.963,IMG_0202.jpg
2026-01-13 03:14:23.875381+00:00,788089189,1768274063875347,14.5370506,121.373243,423.438,IMG_0203.jpg
2026-01-13 03:14:26.875381+00:00,791089186,1768274066875347,14.5370654,121.3732194,418.787,IMG_0204.jpg
2026-01-13 03:14:29.875381+00:00,794090188,1768274069875347,14.5370671,121.37322,414.357,IMG_0205.jpg
2026-01-13 03:14:32.875381+00:00,797092189,1768274072875347,14.5370834,121.373223,409.876,IMG_0206.jpg
2026-01-13 03:14:35.875381+00:00,800092186,1768274075875347,14.5371013,121.3732272,405.39,IMG_0207.jpg
2026-01-13 03:14:38.875381+00:00,803089279,1768274078875347,14.5371103,121.3732286,400.68,IMG_0208.jpg
2026-01-13 03:14:41.875381+00:00,806090188,1768274081875347,14.5371262,121.3732319,396.132,IMG_0209.jpg
2026-01-13 03:14:44.875381+00:00,809089188,1768274084875347,14.5371313,121.3732333,392.932,IMG_0210.jpg
2026-01-13 03:14:47.875381+00:00,812089200,1768274087875346,14.5371488,121.3732325,391.676,IMG_0211.jpg
2026-01-13 03:14:50.875381+00:00,815085188,1768274090875346,14.5371523,121.3732242,391.381,IMG_0212.jpg
2026-01-13 03:14:53.875381+00:00,818081192,1768274093875346,14.5371524,121.373226,390.311,IMG_0213.jpg
2026-01-13 03:14:56.875381+00:00,821089186,1768274096875346,14.5371519,121.3732259,389.905,IMG_0214.jpg
2026-01-13 03:14:59.875381+00:00,824089258,1768274099875346,14.5371519,121.3732259,389.893,IMG_0215.jpg
